model,family,n,mean_relL2,median_relL2,p90_relL2,frac_relL2_gt_1,mean_relL2_alpha,mean_crf
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1440,24,0.7436097716366783,0.7436223221889668,0.9804881349245588,0.041666666666666664,0.6556922105625528,0.8727915195990722
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1441,22,0.8255106436048862,0.7844872011386603,1.1145852734947481,0.18181818181818182,0.7059390034489109,0.8469872387062133
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1500,23,0.4900494610039547,0.3930065963537572,0.6634146342877436,0.08695652173913043,0.4452568718487521,0.8971257244716145
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1501,20,0.7677966286554543,0.732359667492001,1.0457821029505865,0.15,0.7052300238671513,0.9308616179120774
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1502,12,0.6523089597020552,0.6197858829665761,0.7583240307530438,0.0,0.6268011251436139,0.8865755525945346
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1503,24,0.8210937214336119,0.7165265504442242,1.3473500480622154,0.16666666666666666,0.6577475849808162,0.9085251437284659
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1504,18,0.7680179107881353,0.7527819500876209,0.9270078039433716,0.0,0.6831626864118568,0.9168591126464966
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1505,22,0.7900314075910717,0.7598882276768859,1.0173537381486546,0.13636363636363635,0.6988042391063286,0.9182031900158911
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1506,21,0.8704824756791616,0.9087552843704121,1.176028640779707,0.3333333333333333,0.7072180046154934,0.9223786090548455
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1507,24,0.8243319302515264,0.8525657026811979,1.1150644658733702,0.16666666666666666,0.7055134103461755,0.9205738549071456
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1508,18,0.8829717440168608,0.8396142816823763,1.2957836592856806,0.2222222222222222,0.7343408724701954,0.8878894283549408
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1509,19,0.7541440830310634,0.6845951777220303,1.10223636367395,0.15789473684210525,0.6587503322231896,0.9136758879323983
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1510,16,0.6444543152732723,0.6052282423043954,0.6965947253244739,0.0625,0.5970624013890379,0.8903852865301163
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1511,21,0.5809661554022865,0.5852766920702653,0.6619345318533402,0.0,0.5625844295674598,0.881357000618397
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1512,21,0.6838620586109441,0.6006122982552153,0.6844358947858203,0.09523809523809523,0.5918106531562509,0.8945577337857047
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1513,23,0.5833244420558117,0.5771837880253176,0.6622896846485066,0.0,0.565801142671579,0.9086578218030895
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1514,21,0.5772062981104643,0.5645579203052308,0.6365519437607325,0.0,0.5661375776914168,0.896044134419756
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1515,20,0.6912661222464711,0.541819242221776,0.9751752738089473,0.1,0.6097089217941727,0.9106505961275693
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1516,21,0.6180109704472442,0.5448218903690458,0.7171492171083738,0.047619047619047616,0.5666630118902757,0.8934078449413922
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1517,19,0.5990188851940057,0.5505135673820563,0.6977440104251608,0.05263157894736842,0.5656845782766085,0.8864868216882554
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1518,16,0.6001381558626941,0.5463734450039903,0.6459625990114393,0.0625,0.5599488540259672,0.909682523800111
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1519,19,0.7494728948579157,0.6547371690628492,1.3168641036636393,0.15789473684210525,0.6555561706783163,0.9112039106791496
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1520,20,0.6226424225572683,0.570775217701826,0.8280468383007086,0.0,0.5931541936893828,0.8788070996974611
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1521,19,0.7072291790966384,0.6524226882527973,1.035266283106719,0.10526315789473684,0.6461509064123694,0.8884010145706135
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1522,19,0.6441417048490813,0.5951315826377622,0.7834092497306745,0.05263157894736842,0.6040981010072248,0.8749105501140173
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1523,19,0.8239266423713703,0.7662643183511213,1.1737708315575672,0.21052631578947367,0.7125747336598941,0.8952102031723442
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1524,23,1.0139722580061037,0.8604779957207713,1.7081526950827977,0.34782608695652173,0.7585706932954386,0.9032752401017237
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1525,21,0.7590944684907316,0.6973363975570542,1.0656647477345373,0.14285714285714285,0.6669324443000546,0.8783176987348834
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1526,12,0.8371782393771294,0.7500784448949891,1.2327899195507437,0.25,0.6882121572937859,0.9267368060209947
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1527,22,0.8122381694390467,0.7787643399718576,0.9966533944011352,0.09090909090909091,0.7077448803290962,0.9036806462690649
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1528,22,0.8082801686048614,0.792849448495947,1.0299703894332324,0.13636363636363635,0.722984941812873,0.9318506464796464
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1529,17,0.8272793795889344,0.7470782347280953,1.1357222574960861,0.23529411764705882,0.7261997157606859,0.9347818116893832
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1530,20,0.8129585625640068,0.7711546055914787,1.08149761371246,0.25,0.7519246919725975,0.9791497755810614
spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,sparc_1593,21,0.6790098512116302,0.6010630629226487,0.8037677772199169,0.047619047619047616,0.5959082040319804,0.9187259145882967
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1300,21,0.5510742836222612,0.5201852750119859,0.7067679240477868,0.047619047619047616,0.5202592802923247,0.7379543827546088
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1301,17,0.7289057222226939,0.6817759484714405,0.9315911716796791,0.058823529411764705,0.665623068429773,0.928088605244402
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1302,22,0.8862329807634101,0.8158356330132239,1.09649986500335,0.18181818181818182,0.738421505839004,0.8894888189144964
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1303,19,0.8400659830697726,0.6934696676857346,1.0645697510091892,0.10526315789473684,0.6932231968874526,0.8571497985669891
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1304,18,0.9594822249536392,0.8426997733347379,1.3912758925599298,0.3888888888888889,0.744211109337325,0.8902053957545394
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1305,24,0.9582589825404896,0.9260287814307446,1.3530452726392452,0.4166666666666667,0.7605322279855832,0.8196177234104635
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1306,21,1.0259201572751,0.9736183454114696,1.3084796815330957,0.47619047619047616,0.8213933887150355,0.9024851601197403
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1307,34,0.9674502793681669,0.957842307766446,1.2367660087079364,0.4117647058823529,0.7651576813508668,0.9245819360694988
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1308,20,1.024181891210993,0.9566950596259406,1.3681067027443528,0.45,0.8111070169998168,0.9264415279008664
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1309,21,0.9800069854559892,0.9320174957284647,1.4638500350722172,0.38095238095238093,0.779311520996371,0.8875286225263533
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1310,18,0.7332442463964661,0.7329291881451242,0.9094350276096764,0.0,0.6832700519116803,0.7294997468114706
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1311,13,0.676492736555169,0.6452285438789084,0.8897577623297115,0.0,0.6378523240844575,0.7277508599447545
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1313,19,0.7260282525646783,0.6599393722667323,0.9963160578179144,0.10526315789473684,0.6541133808609522,0.7212498932172607
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1314,19,0.6843474999333167,0.6745496820445424,0.8646757352563383,0.05263157894736842,0.6495467349903784,0.7221992546674759
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1315,26,0.6785743982248185,0.6439424031183384,0.7930296503148071,0.038461538461538464,0.6182345464770476,0.7853742418821247
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1316,16,0.6492203369234293,0.6405848861731545,0.7308486960807601,0.0,0.613665387080427,0.8085822566689208
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1317,22,0.6566007578091616,0.6493686105785137,0.7490736562711152,0.0,0.6196756959855011,0.7906437438987063
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1318,15,0.7419187398742308,0.696013221600694,0.897955248541681,0.06666666666666667,0.6491671279460972,0.7822319848445927
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1319,24,0.6916887699559756,0.6847503268570079,0.8941993688040015,0.0,0.6468661158678365,0.810214052249405
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1349,17,0.7229008547038154,0.7375378538287307,0.8632821031597511,0.058823529411764705,0.6649065142549146,0.8673200749613432
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1350,27,0.6711931132255908,0.6038164881547707,0.9134295353245516,0.1111111111111111,0.6161126132784589,0.7394634508373664
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1351,24,0.716740005694796,0.6450706765828274,1.0091608693676342,0.125,0.6465019020095605,0.7378357374089625
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1352,15,0.6711270607472843,0.6560662736748024,0.7880875687714454,0.0,0.6292662474119616,0.7899349711541377
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1353,23,0.7011809029781301,0.6734211930983633,0.8915963446539642,0.043478260869565216,0.6389341747615971,0.8849303229038733
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1354,18,0.7432483415180842,0.6956174571787885,1.0266503281021415,0.16666666666666666,0.6924519978009296,0.876098226477271
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1355,14,0.7121908267910697,0.7136247797341577,0.8529903980429253,0.0,0.6646223103894181,0.8344548661656832
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1356,19,0.7235230933872558,0.7027542224402551,0.8205562316505686,0.05263157894736842,0.6728454923569447,0.83583079559078
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1357,17,0.7407631317109002,0.6754653741842176,0.937915086747815,0.11764705882352941,0.6798926387639057,0.7836690255094777
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1358,21,0.6357863952978621,0.6477425015761655,0.7323328083741819,0.0,0.5990720390027517,0.8407165629899337
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1359,19,0.7383285154987997,0.6768877247219923,1.121181474648675,0.15789473684210525,0.6604026202883936,0.8067215437277311
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1360,17,0.7003887666473458,0.6823453690750548,0.8391551503451031,0.0,0.654665935379557,0.8632895339187573
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1361,22,0.7469388207495502,0.7046674616217494,0.8486688276539331,0.09090909090909091,0.638229037919872,0.8505052419279633
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1362,17,0.6477077959110324,0.615545897026347,0.7861892811999562,0.0,0.606537278878042,0.8891389391224296
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1363,24,0.7257772909258318,0.7189479497949633,0.8829848244728967,0.08333333333333333,0.6721316051477814,0.8770063414541
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1364,25,0.7599025344357716,0.7572075666936513,0.8877325985759292,0.04,0.7051566178051882,0.8456585695396703
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1365,24,0.7765708984308413,0.6939459641406333,1.071368394576995,0.16666666666666666,0.6665983275193422,0.8431621814693274
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1400,14,0.6168444139094246,0.5083438199887986,1.0432305905913306,0.14285714285714285,0.576261456326451,0.7813002825217134
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1401,20,0.8439546910955331,0.8792168307413641,0.9886844911592588,0.1,0.7474819825739976,0.9196560942997024
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1402,16,0.7292014278526939,0.6993515111112428,0.8342675230463942,0.0,0.6643455902647855,0.8744605418505582
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1403,20,0.7948352479494797,0.7890383230347295,1.008091115301356,0.1,0.6636809576877929,0.8431457359355573
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1404,19,0.8878148449237794,0.7858999304464892,1.3309964209249052,0.2631578947368421,0.7159464084897316,0.850152712669388
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1405,14,0.8326002681588213,0.7812845333287135,0.9745990823566268,0.07142857142857142,0.7300764612544276,0.8899133514102149
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1406,20,0.8176194188896282,0.7905198395295732,1.1062740690827602,0.2,0.6976583701250988,0.8492504649040633
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1407,14,1.025979104798618,0.9382573387899742,1.4041447349952716,0.35714285714285715,0.7869078271228686,0.8323121568136713
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1408,21,0.9445764759256561,0.9031416062689281,1.2353276425212956,0.3333333333333333,0.7629543265991007,0.8834312074290526
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1409,17,0.8054255726827085,0.7897269300260336,0.9918486316210461,0.11764705882352941,0.7606265951326062,0.8182548258338388
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1410,12,0.7713061355086405,0.7273784337502198,1.0059700459479362,0.16666666666666666,0.6909528083505277,0.7506373956232807
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1411,21,0.6935853822727952,0.6678531437682269,0.8514698256207764,0.047619047619047616,0.6562566549699851,0.7319572060540557
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1412,16,0.8252834185655458,0.7429161169420153,1.3212493499964326,0.1875,0.7015357596420759,0.7577864042644189
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1413,24,0.7219624118408686,0.6670381365811329,0.9265282932102382,0.041666666666666664,0.672672601724933,0.7641939188363672
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1414,23,0.7175972179238638,0.6729809237338122,0.9238583677160037,0.043478260869565216,0.6751409528429072,0.7045621949792177
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1415,14,0.6735108345285286,0.6746124953022374,0.7945472686167038,0.0,0.6359325651491983,0.791689149654942
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1416,21,0.7747644195663581,0.6331320835925014,1.2319018097437415,0.14285714285714285,0.6511244701898806,0.7780104805772264
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1417,16,0.7885113790345795,0.6441745722466805,1.0261580828399137,0.125,0.6661694332358329,0.750991146273918
